pt,        ymin,      ymax,      dsig/d pt, error
0.5000E+01 0.0000E+00 0.1000E+01 0.1177E+07 0.1142E+03
0.7000E+01 0.0000E+00 0.1000E+01 0.5828E+06 0.5690E+02
0.8000E+01 0.0000E+00 0.1000E+01 0.4063E+06 0.3978E+02
0.9000E+01 0.0000E+00 0.1000E+01 0.2843E+06 0.2784E+02
0.1000E+02 0.0000E+00 0.1000E+01 0.2019E+06 0.1977E+02
0.1100E+02 0.0000E+00 0.1000E+01 0.1449E+06 0.1420E+02
0.1200E+02 0.0000E+00 0.1000E+01 0.1051E+06 0.1031E+02
0.1300E+02 0.0000E+00 0.1000E+01 0.7734E+05 0.7580E+01
0.1400E+02 0.0000E+00 0.1000E+01 0.5769E+05 0.5657E+01
0.1500E+02 0.0000E+00 0.1000E+01 0.4350E+05 0.4267E+01
0.1600E+02 0.0000E+00 0.1000E+01 0.3315E+05 0.3253E+01
0.1700E+02 0.0000E+00 0.1000E+01 0.2553E+05 0.2505E+01
0.1800E+02 0.0000E+00 0.1000E+01 0.1986E+05 0.1949E+01
0.1900E+02 0.0000E+00 0.1000E+01 0.1558E+05 0.1530E+01
0.2000E+02 0.0000E+00 0.1000E+01 0.1232E+05 0.1210E+01
0.2500E+02 0.0000E+00 0.1000E+01 0.4236E+04 0.4165E+00
0.3000E+02 0.0000E+00 0.1000E+01 0.1672E+04 0.1646E+00
